cell_id,latitude,longitude,A00,A01,A02,A03,A04,A05,A06,A07,A08,A09,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,A22,A23,A24,A25,A26,A27,A28,A29,A30,A31,A32,A33,A34,A35,A36,A37,A38,A39,A40,A41,A42,A43,A44,A45,A46,A47,A48,A49,A50,A51,A52,A53,A54,A55,A56,A57,A58,A59,A60,A61,A62,A63,source,OC_D1,TOTN_D1,BULK_D1,SAND_D1,SILT_D1,CLAY_D1
3574,44.9095,10.73273,-0.1071113,-0.09207929,-0.13302735,0.16527665,0.02235048,-0.0129922,0.04772562,-0.23883752,0.14720749,0.12417944,0.14198351,0.04367027,-0.21976422,-0.17924481,-0.03654017,0.12335881,0.2053176,0.08926671,0.05207942,-0.18531886,0.06363328,0.22495359,0.10308818,0.15840244,-0.26884536,-0.08055615,-0.12430503,0.00766414,0.1360758,-0.09163815,-0.09672648,-0.04751288,-0.0848298,0.03584015,-0.1086214,0.04865087,-0.12827135,-0.06207038,0.0261364,-0.12050516,0.20063591,0.09075897,-0.06263705,-0.03191553,-0.21137141,0.21526343,0.11588231,0.00674166,0.09750742,-0.20654417,0.02571608,0.01061725,0.08984929,-0.00528175,-0.08442158,0.04622035,-0.19064119,-0.02536491,0.27004447,-0.01214997,0.05490188,-0.07687847,0.04770274,0.03014618,SIMULATED,1.562,1.41,1.41,40,40,20
3969,44.9545,10.73273,-0.24969541,0.02998235,-0.22419571,0.11822908,0.10629374,0.01019424,-0.00989112,-0.20483978,0.0966202,0.00083661,0.07587478,0.11808629,-0.27705919,-0.01250967,-0.02116087,0.19645831,0.09462543,-0.0839516,-0.0040525,-0.1231147,-0.01424679,0.27357149,0.02667551,0.24986412,-0.13135998,-0.12781804,0.08854422,0.055311,0.21247835,-0.03803919,-0.0416371,-0.05020158,-0.16984101,0.22736119,-0.04021271,0.01923949,-0.02176524,-0.179117,0.18829618,0.01069721,0.14334143,0.11014835,-0.16747491,0.08774239,-0.11284823,0.09711615,0.0769033,0.05457311,-0.05521613,-0.12254567,-0.0245521,-0.00203541,0.10264286,0.0473029,-0.24234041,-0.03902487,-0.15194386,-0.01164212,0.11961578,-0.06474799,0.0618924,-0.14413041,0.01986004,0.02814137,SIMULATED,1.562,1.41,1.41,40,40,20
4838,45.0535,10.73273,-0.25349671,0.10173563,-0.14270403,0.10185575,0.04366759,-0.02357929,-0.06245995,-0.29055716,0.02780865,0.17745898,0.07741492,0.1453244,-0.2619048,-0.05288157,-0.07003221,0.01097222,0.1289439,0.02918215,-0.02951585,-0.12445416,-0.08216689,0.15824888,0.10057829,0.08888914,-0.02706734,-0.18167782,-0.00073404,-0.04034735,0.24046262,-0.00848842,-0.0268257,0.0089521,-0.12864091,0.05190045,0.15957407,0.04038293,0.0250554,-0.22252605,0.02951376,-0.05989037,0.09149289,0.09790648,-0.18266736,-0.08952636,-0.22978649,0.05028587,0.17077511,0.02080105,0.04593295,-0.16039108,-0.19635541,0.05560888,-0.00282864,0.27271587,0.00958273,0.04860029,-0.0731242,-0.15299953,0.16313172,0.03805098,0.14029499,-0.04965355,-0.12076522,0.07269712,SIMULATED,1.562,1.41,1.41,40,40,20
1362,44.6575,10.73273,-0.10916172,0.01203783,-0.12372795,0.19781895,0.18228918,-0.08777025,-0.16286562,-0.14411464,0.12167382,0.04992319,0.08966722,0.05842109,-0.32484635,0.06456146,-0.06094116,0.21433468,0.04500335,-0.31291795,-0.02535803,-0.16726838,0.15565638,0.09455807,0.09523873,-0.03766193,-0.1922243,-0.01300123,0.09785927,0.0582874,0.14201499,-0.08681374,-0.04111031,-0.14343788,0.06106227,0.15720912,-0.00349031,-0.01569023,-0.07826132,0.01042084,0.1315995,0.04997876,0.13797288,-0.2325795,0.01405229,0.01116386,0.04703829,0.18066387,-0.05948927,0.00701083,-0.12657177,-0.13789217,0.16945141,-0.11417727,0.13067963,-0.17257085,0.0271632,0.13989805,-0.07657868,0.09253954,-0.06691028,-0.0699283,-0.02060801,0.02259686,0.17420865,-0.13861359,SIMULATED,1.562,1.41,1.41,40,40,20
2073,44.7385,10.73273,-0.12417578,-0.01180199,-0.13450377,0.17599076,0.11966073,-0.13400384,0.01711775,-0.14792491,0.13388718,0.08888537,0.10052271,-0.04693472,-0.21586506,-0.06872405,0.02146677,0.17217335,0.20196398,-0.11494212,0.05643552,-0.01854193,-0.0860935,0.13056075,-0.034907,0.08636252,-0.27946871,-0.02140662,-0.02486659,-0.12376607,0.18507391,-0.15391174,-0.00347841,-0.13382884,-0.12088519,0.19194098,-0.00935489,-0.06268158,-0.14927337,-0.00962354,0.01057856,0.13094935,0.33321205,-0.10515274,-0.02597209,-0.05848717,-0.03220382,0.09723536,-0.10375375,0.05761041,-0.12485623,-0.20053398,0.08276254,0.03400737,0.14155966,-0.09781545,-0.160825,0.03650251,-0.10506957,0.2217985,-0.04224029,-0.14382491,0.0455307,-0.04769592,0.21572637,0.01655904,SIMULATED,1.562,1.41,1.41,40,40,20
3890,44.9455,10.73273,-0.12446404,0.02595476,-0.10166358,0.15262077,0.24071793,-0.07118888,-0.00110456,-0.1729024,0.1077059,0.02826324,0.07198077,0.17029619,-0.10830108,0.02088223,-0.05175572,0.16308533,0.01307214,-0.26482973,0.02403939,-0.15232631,0.10074047,0.1447169,0.10972152,0.15906528,-0.17513079,-0.07969671,0.01453609,0.03232846,0.24769955,-0.21340703,-0.07533225,-0.01610052,-0.22111587,0.20945965,0.05334378,0.07432606,-0.02985003,-0.2762493,0.02447664,-0.12075333,0.10878811,0.02719128,-0.07509375,0.02815731,-0.14694884,0.09804709,-0.00500437,0.01697346,0.10422325,-0.23489831,0.00843154,0.08587727,-0.02960136,0.14730173,-0.18938972,0.02671536,-0.04237367,0.10470459,0.09438256,-0.00095988,0.0005477,-0.11882073,-0.15249356,0.14112317,SIMULATED,1.562,1.41,1.41,40,40,20
1757,44.7025,10.73273,-0.19280592,0.0556375,-0.0660535,0.09712471,0.03986758,0.05385512,-0.03668957,-0.23837916,0.09755982,0.00518826,0.18274612,0.05017377,-0.11433875,-0.08333799,-0.09233997,0.07192406,0.05366056,-0.15647195,0.0488378,-0.1783185,0.09141578,0.14162646,0.01560445,0.04923645,-0.22573734,-0.13139494,-0.04458532,0.03544538,0.26012967,-0.21952878,-0.02341101,-0.12738875,-0.05550633,0.1491746,-0.05196855,0.04208335,-0.13182312,-0.06548566,0.09095117,0.06390985,0.22173432,-0.06864098,-0.11243164,0.03746219,-0.14322993,0.13109599,-0.02382002,-0.02984553,-0.16161795,-0.17741376,0.09621235,-0.02510263,0.21241561,-0.00902397,-0.26796539,0.15258064,-0.01519332,0.11226073,-0.05555385,-0.11875366,-0.06351643,-0.23797997,0.17637203,0.08299432,SIMULATED,1.562,1.41,1.41,40,40,20
2942,44.8375,10.73273,-0.22853007,-0.02101962,-0.20098802,0.20812458,0.05458434,-0.02269437,-0.04738637,-0.22754775,0.07578092,0.15426043,0.00509153,0.12901807,-0.17590099,-0.05821482,-0.01594875,0.15212404,0.06493113,-0.02466379,-0.00761879,-0.08752035,0.11499261,0.22176363,0.09320658,0.12719778,-0.21195401,-0.01410763,-0.03205231,0.10309436,0.31095725,-0.05781531,-0.02850412,-0.05394869,-0.13481959,0.17446483,0.07180651,0.14809103,-0.10973709,-0.04523814,0.14593119,-0.1519481,0.20595917,0.05359046,-0.07945018,0.03001078,-0.09103686,0.16744909,-0.01909821,-0.06105329,0.03171354,-0.15214442,0.11308853,-0.0242156,-0.03720789,0.00253842,-0.22998256,0.00859671,-0.1425606,0.21368612,0.10140295,-0.03095938,0.11392239,-0.06867563,0.05803844,0.1566587,SIMULATED,1.562,1.41,1.41,40,40,20
1520,44.6755,10.73273,-0.17577372,-0.04041883,-0.04809291,0.17545032,0.152027,-0.10383397,0.02433821,-0.1661243,0.09112953,0.08724803,0.14110586,0.12795256,-0.1600119,-0.0915126,-0.04252723,0.1242044,0.13024965,-0.15507678,-0.10950437,-0.1007033,-0.05488404,-0.04955532,0.05311738,0.11480329,-0.22397937,0.13552297,0.0569635,-0.10494416,0.06372935,-0.0788849,0.01398618,-0.0502541,-0.0666398,0.23748553,-0.06296646,0.02468468,-0.24386022,0.02994799,0.08831422,-0.10197294,0.17219758,-0.16462199,-0.13026067,-0.07161194,0.04936848,0.19094841,-0.03170941,-0.05991847,-0.03471863,-0.04072637,0.23313996,0.00138406,0.14585905,-0.08412786,-0.03213518,0.01430958,-0.19981144,0.23458028,-0.1590774,-0.05597732,-0.16634767,-0.02942052,0.25000535,0.14458395,SIMULATED,1.562,1.41,1.41,40,40,20
3495,44.9005,10.73273,-0.22571541,-0.01256442,-0.09491216,0.15316521,0.1065482,-0.01550635,0.04235773,-0.25603123,0.08710772,0.05107304,0.11273374,0.0893549,-0.195813,-0.06944215,-0.06322447,0.18654855,0.16396612,-0.13513085,0.1082013,-0.13950394,-0.03100964,0.27178272,-0.02434067,0.13325173,-0.100809,-0.16128523,-0.0136203,-0.0214172,0.28485464,0.02049801,-0.04584357,-0.08225142,-0.11260568,0.16752758,-0.07574248,0.04546815,-0.07678234,-0.0985972,0.13212394,-0.11063461,0.18648454,0.03397697,-0.12538739,0.01524606,-0.17669408,0.170981,0.03960568,-0.02183808,0.06094668,-0.15989929,-0.04255663,0.03871013,0.07324385,0.07193226,-0.14164941,-0.12574033,-0.09342618,0.16549882,0.19358136,-0.09385069,0.04742232,-0.17615106,-0.08023022,0.13611087,SIMULATED,1.05,1.13,1.42,37,42,21
3416,44.8915,10.73273,-0.1328208,0.11515529,-0.09934297,0.08413717,-0.07231427,0.01372922,0.08352962,-0.15551671,0.15864576,0.00730485,0.05528184,0.08827613,-0.19292188,0.04519355,-0.0724857,0.04972816,0.21914259,-0.18879604,0.11517949,-0.14698841,-0.04256347,0.19743885,0.10358309,0.19432682,-0.20622445,-0.16055631,-0.05408091,-0.06529373,0.16253606,-0.13073822,-0.04902756,-0.09009468,-0.06000452,0.20998627,-0.00489119,-0.00454613,-0.00212013,-0.10794538,0.04770972,0.05163149,0.1056453,0.02618699,-0.21518485,0.06029736,-0.1540247,0.15257828,0.13696841,0.01613804,-0.04966388,-0.30145575,0.03894363,0.06922343,0.10886479,0.11083772,-0.14201513,-0.10493516,-0.16357359,0.10889581,0.25821328,-0.03733595,-0.02235543,-0.18610601,0.03341955,0.07146802,SIMULATED,1.05,1.13,1.42,37,42,21
3337,44.8825,10.73273,-0.12071037,0.0975463,-0.0642442,0.13027605,0.07647461,0.07644561,-0.00485942,-0.29101866,0.09376327,-0.05050267,0.04783301,0.16170923,-0.36068532,0.04399906,0.07496125,0.00999701,0.15061428,-0.19044467,-0.01124017,-0.24571562,-0.06302459,0.07270695,-0.03732663,0.06198726,-0.14510389,-0.1312577,0.06658799,0.02471191,0.19825455,0.0253978,-0.01583671,-0.21991246,-0.14271816,0.21935883,-0.06572406,-0.00917917,-0.04687076,-0.04286346,0.11844238,-0.05907763,0.09326407,-0.00924187,-0.19136107,-0.04308102,-0.23045766,0.10555268,0.02181482,-0.082566,0.0610929,-0.13226089,0.10433852,-0.00858177,0.13516614,0.04314682,-0.08254675,0.02409371,-0.1168549,0.11581601,0.188027,-0.09366347,0.01793718,-0.23442793,-0.04166635,0.11776411,SIMULATED,1.05,1.13,1.42,37,42,21
3258,44.8735,10.73273,-4.887e-05,0.03735769,-0.03663081,0.17988627,0.04006847,0.04288704,0.03227798,-0.22872926,0.19637394,0.02065829,0.09695215,0.17254803,-0.22406084,0.02611272,-0.01375107,0.18693166,0.26015536,-0.15809798,0.03104734,-0.17671357,0.01149573,0.16077783,-0.06070131,0.16180633,-0.17714518,-0.11797508,0.05149099,-0.05681266,0.20504418,-0.08771848,-0.03099579,-0.04327125,-0.06653746,0.07795364,0.00899366,0.0991526,-0.07170857,-0.29488688,0.18266142,0.00574774,0.07328816,0.08458121,-0.07113114,-0.05131986,-0.170535,0.10870318,0.09793757,0.00699006,-0.04154099,-0.21596637,0.043528,0.09676785,0.07090136,0.07517603,-0.23772147,0.07615647,-0.09502567,0.0060269,0.245673,-0.14407258,-0.09327405,-0.10208132,-0.01668623,0.02431728,SIMULATED,1.05,1.13,1.42,37,42,21
6576,45.2515,10.73273,-0.10445766,0.07911612,-0.14730702,0.21524348,0.07430407,-0.05277421,0.0085149,-0.1588954,0.05088498,0.17847583,0.08860255,-0.00214575,-0.0668484,-0.00447309,-0.03684667,0.05834509,0.20490105,-0.09976227,0.05392833,-0.08894121,-0.07923137,0.03802549,0.0212402,0.160132,0.05623538,-0.17821227,0.03717676,-0.0056716,0.07639199,0.06135277,-0.07493939,-0.04586552,-0.13780571,0.03517023,0.19634124,-0.004967,0.23223164,-0.25202287,-0.06618253,-0.05374256,-0.05605691,0.26625732,-0.02720969,-0.05299573,-0.07483586,-0.2700555,0.03242867,-0.06676911,0.10884205,0.02193968,-0.25201659,0.12738687,-0.15891156,0.09898809,0.19389518,-0.03896565,-0.04236841,-0.28046968,0.05286258,0.03927662,0.01192765,0.14238786,-0.21952182,-0.12091425,SIMULATED,1.164,1.12,1.48,31,40,29
6102,45.1975,10.73273,-0.20961082,0.03569989,-0.03863529,0.1102274,0.09875669,0.00059699,0.07581401,-0.16109927,0.03931903,0.11006301,0.08918144,0.14286113,-0.12596769,-0.07547633,-0.01060312,-0.00790146,0.24045538,-0.09671768,0.15872779,-0.06238892,-0.18305584,0.13051857,-0.00969328,0.20892644,-0.05853513,-0.1396141,0.01340776,-0.08558932,0.14145021,0.05884209,-0.05413323,-0.10122265,-0.19084753,0.05247544,0.0725116,0.08312684,0.11136121,-0.16846538,-0.03819427,-0.12664788,-0.00035279,0.26605653,0.06872567,0.02180881,-0.07430615,-0.19696299,0.17693085,-0.03016178,0.21586212,0.0422434,-0.20926712,-0.01988727,-0.0852841,0.16922241,0.07904619,-0.08943561,0.04542779,-0.2624586,0.06130868,0.16237749,-0.01229138,0.05949,-0.23963606,-0.10609402,SIMULATED,1.164,1.12,1.48,31,40,29
7129,45.3145,10.73273,-0.18554728,-0.10278306,-0.15926873,0.19028391,0.10425022,-0.05000068,0.07894807,-0.28115919,0.01315214,0.03407043,0.06402404,0.25502312,-0.15445052,-0.05918011,-0.0806534,-0.04757341,0.13507684,0.0098976,0.12188258,-0.1591025,-0.22057233,0.24057412,0.01010349,0.20253344,0.10156949,-0.08705872,0.06326326,-0.18185321,0.09428179,0.13053566,-0.1065138,0.02426583,-0.16021958,-0.0862748,0.00806035,0.06202439,0.17037387,-0.13284826,-0.21175059,-0.05279315,-0.02709925,0.14710452,0.00621776,-0.06642894,0.03545053,-0.20134118,0.14165227,0.00564461,0.07841258,-0.01060042,-0.1687918,-0.05822592,-0.01557863,-0.00203043,0.10219118,-0.09000323,0.05540632,-0.19082069,-0.01539015,0.00251271,-0.07842995,0.1804402,-0.11272091,-0.1451708,SIMULATED,1.164,1.12,1.48,31,40,29
8156,45.4315,10.73273,-0.15562942,0.05403795,-0.08338157,-0.02650119,0.09190481,-0.08750875,0.0392767,-0.22037966,-0.02102202,0.0210067,0.11197122,0.24387657,-0.18656502,-0.04046698,0.0449404,-0.12033032,0.30225558,0.07728253,-0.01372388,0.00510426,-0.09681235,0.11826617,-0.03839986,0.1626554,0.09919292,-0.06749626,0.0707638,-0.16963575,0.12743442,0.14663945,0.03591876,0.23801059,-0.28858447,-0.05863633,0.09998841,-0.03961651,0.16203102,-0.02816922,-0.07164354,0.03738334,-0.09603248,0.07939451,0.09239554,-0.02545983,-0.04504335,-0.22310749,0.05220223,-0.04274461,0.0999582,0.08583991,-0.0865392,-0.12929198,-0.0758952,-0.01314065,0.23790381,-0.09922783,0.18030163,-0.11126659,-0.1781343,0.05866287,-0.06936628,0.23534375,-0.05266021,-0.10268632,SIMULATED,1.164,1.12,1.48,31,40,29
6971,45.2965,10.73273,-0.12601548,0.02165233,-0.16817882,0.11634652,0.19090463,-0.07437929,-0.06933801,-0.14129372,-0.06422464,0.11352922,0.05031371,0.17796441,-0.04891725,0.00606461,-0.01643305,-0.07901546,0.25041582,-0.05631823,0.01650594,-0.12198545,-0.15535352,0.1518186,-0.05225974,0.16074629,0.12348094,-0.20092496,0.02428466,-0.00099247,0.17262327,0.02746184,-0.02056268,0.10329051,-0.13762036,0.01228506,0.04057914,0.00810528,0.07909142,-0.10707682,-0.08641794,-0.03657359,-0.16765832,0.28786949,-0.00099254,-0.00984521,-0.07281111,-0.19199811,0.1712366,-0.0831368,0.13528336,-0.01336496,-0.11836807,0.03306945,-0.22637177,0.02406778,0.13916972,-0.11833246,-0.0739936,-0.28886954,0.04434441,0.25944401,0.01963782,-0.01782301,-0.12305753,-0.17508391,SIMULATED,1.164,1.12,1.48,31,40,29
8472,45.4675,10.73273,-0.14424832,-0.02449691,-0.04124347,0.13050757,0.15909084,-0.19919579,0.0004582,-0.24924851,-0.03646033,0.0596191,-0.05049131,0.11648312,-0.1211233,-0.10042899,0.00718476,-0.09048409,0.16980692,-0.18639781,0.06783218,0.01959324,-0.19692741,0.05893765,0.06322686,0.13803369,0.14843833,-0.0027847,-0.13517572,-0.12871436,0.02446183,0.06795623,-0.00647982,-0.05154448,-0.09661664,-0.20970872,0.07964595,0.00616806,0.31157488,-0.06335245,-0.02815073,-0.06777987,-0.14914124,0.11195794,0.1488585,-0.06441085,0.1188584,-0.21346989,-0.01596883,0.02122246,0.09396295,0.1312999,-0.07231953,-0.02982215,-0.12749767,-0.10039529,0.2521021,0.0573369,0.18453465,0.0611967,-0.22352612,0.06262425,0.08004747,0.13079331,0.20450072,-0.10018547,SIMULATED,1.164,1.12,1.48,31,40,29
6181,45.2065,10.73273,-0.1176539,0.00442432,-0.09132262,0.15382089,0.1891446,-0.06699558,-0.03972174,-0.10288231,-0.04920744,0.10576724,0.03897647,0.1753651,-0.11200492,-0.10829116,-0.07445942,0.03295794,0.20512154,-0.08068606,0.07209069,0.03398239,-0.05136624,0.17264018,-0.08411208,0.23620536,0.10234927,-0.17255559,-0.0769272,-0.17411793,0.12525826,0.12860926,-0.01474405,-0.11426541,-0.33591504,0.03893483,0.06837204,-0.05719571,0.12640669,-0.11696922,-0.17699772,-0.03586502,-0.02506861,0.23857172,-0.08226876,-0.05727545,-0.17346737,-0.19079369,0.10253444,0.04474085,0.05303637,-0.06208273,-0.05660792,0.13587539,-0.07434426,0.11999546,-0.02924547,-0.09867478,-0.05934728,-0.25563167,0.18997927,-0.0443877,0.0040076,0.0953386,-0.21564612,-0.01097138,SIMULATED,1.164,1.12,1.48,31,40,29
5075,45.0805,10.73273,-0.09520984,-0.02052182,-0.01957853,0.20916244,0.06876998,-0.04645355,0.00182022,-0.16906289,0.00515431,-0.0425273,0.10698508,0.08376474,-0.21159884,0.00267133,-0.05270547,0.04009153,0.14833887,-0.08004917,-0.00870472,-0.19134551,0.05855662,0.14558151,0.04145778,0.0664801,-0.1544068,-0.12881134,0.04226954,-0.11439025,0.18050787,0.05724408,-0.02083632,-0.08391603,-0.21636336,0.18875153,0.07007549,0.19725231,0.04185399,-0.21110686,-0.03618453,-0.01227678,0.19811838,0.23144837,-0.10631291,-0.02317307,-0.1875394,0.0554605,0.29663145,-0.0203653,0.09733932,-0.12973964,-0.04283942,0.10277547,0.10262006,0.21871086,0.0218347,0.02309357,-0.03129623,-0.14378017,0.09487384,0.04695352,-0.10605548,0.01371917,-0.30729427,0.06920182,SIMULATED,1.164,1.12,1.48,31,40,29
8235,45.4405,10.73273,-0.10219982,-0.10502002,-0.0862186,0.03425977,0.17548749,-0.07482136,0.12322562,-0.09866204,-0.03243638,0.05808049,0.03506805,0.14812758,-0.13680468,-0.0306682,-0.01692859,-0.22417812,0.13776854,-0.05070947,0.04989285,0.06218703,-0.22586377,0.04305847,0.03983546,0.1150793,0.11575689,-0.10245354,-0.06635976,-0.09495755,-0.04226204,0.13959068,-0.03139884,0.19865889,-0.14709892,-0.08326888,0.08910418,-0.10704447,0.21302826,-0.00940142,-0.11987479,0.07057412,-0.21180822,0.10427194,0.06159662,-0.08058591,0.0005682,-0.27297332,0.09356052,0.05024328,0.14839557,0.24690159,-0.10760518,-0.1234336,-0.20586144,-0.03250755,0.19668091,0.00852674,0.10678293,-0.15495847,-0.28355212,0.05622709,-0.05791994,0.15497528,-0.02448853,-0.11233696,SIMULATED,1.164,1.12,1.48,31,40,29
8077,45.4225,10.73273,-0.18493352,-0.04434973,-0.12271835,0.0931626,0.12149884,-0.13795239,0.00249269,-0.22279193,-0.00227091,-0.01445083,0.06218887,0.16752439,-0.03468451,-0.16354139,-0.07908408,-0.0578677,0.06670599,0.10725307,-0.02059131,-0.12551119,-0.18792101,0.01056462,-0.03006288,0.01165007,0.09586156,-0.21389609,0.09827829,-0.03904913,0.08389657,0.17543805,-0.06064424,0.02389541,-0.3339217,-0.20780092,0.02700758,0.03312839,0.1677911,-0.1455163,0.0055672,-0.075141,-0.18589252,0.2835973,0.0765568,0.00189856,-0.01241286,-0.19028091,0.05672499,0.00819092,-0.00716703,0.19699412,-0.20698739,-0.01653406,-0.15562737,-0.08094043,0.17668872,0.10149641,0.02887421,-0.03314506,-0.05868627,0.10950235,-0.07931945,0.16331461,0.03297557,-0.18021885,SIMULATED,1.164,1.12,1.48,31,40,29
4917,45.0625,10.73273,-0.26257957,0.03724145,-0.03487126,0.12061882,0.05415922,-0.0795463,0.00928815,-0.26107092,0.049757,0.08126811,0.09585648,0.02583698,-0.15840982,-0.05490265,-0.0339441,0.06484619,0.13996305,-0.04028897,-0.00313907,-0.08042801,-0.10474727,0.12552812,-0.00525409,0.13981201,-0.13855731,-0.21291922,0.11377884,0.0211633,0.22750816,0.06749726,-0.02597056,0.02061086,-0.15802459,0.17120773,0.12753753,0.06474796,0.0989304,-0.16728207,0.02021875,-0.14180299,0.09120457,0.0800674,-0.12503177,-0.01973862,-0.21797929,-0.02233269,0.16985224,0.01724063,0.01675019,-0.21326341,-0.19561263,0.05514404,-0.02863431,0.30073591,-0.1140866,-0.10138372,-0.05829864,-0.08602532,0.186036,-0.02040702,0.04884134,-0.04572736,-0.26992658,0.09449641,SIMULATED,1.164,1.12,1.48,31,40,29
6497,45.2425,10.73273,-0.12840452,0.01668173,-0.16292903,0.06300132,0.04358766,-0.07816386,0.02587808,-0.25204199,0.06242268,0.19953752,-0.0407013,0.21634909,-0.12638239,-0.0894003,-0.05742575,-0.01704302,0.13667727,-0.11116216,0.07921016,-0.16640252,-0.07176541,0.13131395,0.01867647,0.14529394,0.07725721,-0.26979791,0.03301333,-0.08496667,0.31402496,0.09359875,-0.01292936,0.09553155,-0.09269989,-0.00979352,0.083182,-0.04780087,0.12958599,-0.14896136,-0.10693572,-0.03280464,-0.07679127,0.11053367,-0.0787062,-0.06671156,0.02800798,-0.1401189,0.13061105,0.02512304,0.13148149,-0.17923193,-0.14195909,0.15804767,-0.23856488,0.15882428,0.09400456,-0.17287561,0.01142177,-0.1747594,0.02390957,0.18106352,0.03967904,0.04345343,-0.15578423,-0.06913752,SIMULATED,1.164,1.12,1.48,31,40,29
5233,45.0985,10.73273,-0.19045798,0.04463564,-0.07089572,0.18982845,0.07128317,0.03574655,-0.03350456,-0.18612269,-0.03352649,0.22490361,0.06578462,0.11792483,-0.09237237,0.0179467,-0.04059832,-0.02627827,0.33038244,0.03325619,-0.02917459,-0.10376754,-0.04904718,0.14475137,-0.08629419,0.21625616,-0.00829353,-0.07610076,0.12120164,-0.07078771,0.18885729,0.06571176,-0.02937205,-0.03226061,-0.16414863,0.08378232,0.01073402,0.07188142,0.11124297,-0.29525307,0.0014985,-0.11309076,0.0673468,0.08046422,-0.16822638,0.01816828,-0.06984878,-0.01265157,0.15971242,-0.01459412,0.18935386,-0.13106547,-0.0263907,0.00337233,-0.14078587,0.22947993,-0.03423601,-0.13265009,0.06386744,-0.16632047,0.10819881,-0.07034487,0.01701563,0.00645617,-0.33657239,0.0391095,SIMULATED,1.164,1.12,1.48,31,40,29
6260,45.2155,10.73273,-0.24045197,0.06909851,-0.22039295,0.12531598,0.14416309,0.10149799,0.00059426,-0.15580291,-0.04434679,-0.00964788,-0.06377631,0.20352777,-0.11740946,-0.07155606,-0.12432773,0.05239014,0.19572659,0.02849993,0.11887389,-0.1617764,-0.07775435,0.16873184,-0.03740252,0.08237883,0.05749573,-0.13967512,-0.0618857,-0.06294095,0.12160794,-0.00027105,-0.06958743,0.03398868,-0.09970336,0.05412294,0.0043572,0.18885639,0.22485045,-0.21607937,-0.14242098,-0.03061528,0.14135216,0.12926683,-0.15427584,-0.03032816,-0.20106974,-0.07790539,0.12878878,-0.06315063,0.06585303,-0.04225921,-0.10262093,-0.01473026,-0.15977835,0.06988781,0.11954258,-0.02738795,-0.10744294,-0.27819054,-0.00845021,0.1189344,0.03417284,0.10398281,-0.27513996,-0.10454374,SIMULATED,1.164,1.12,1.48,31,40,29
8551,45.4765,10.73273,-0.14943578,0.00161391,-0.18026224,0.18685503,0.08559091,0.02755958,0.14194931,-0.27474954,-0.02815808,0.05160723,-0.0722101,0.19956589,-0.13960586,0.02547935,-0.00730349,-0.08769461,0.10872378,0.02980486,0.02574783,-0.05407103,-0.29376358,0.11473804,-0.19562639,0.14341486,0.15018446,-0.13939899,-0.02033622,-0.08475135,0.01188054,-0.00236373,0.1168031,0.07220002,-0.17901203,-0.04047462,0.07869879,0.03186166,0.18994085,0.02481054,-0.13306534,-0.04790934,-0.1933239,0.13061803,0.0561284,0.05580697,0.12074277,-0.18387091,-0.1098365,0.03425003,0.07633685,0.23392464,-0.16106133,-0.0956926,-0.08109586,-0.02986113,0.24652017,-0.0764301,0.07432335,-0.04280105,-0.09027484,0.07609206,0.03702893,0.21156769,-0.0201928,-0.17175301,SIMULATED,1.164,1.12,1.48,31,40,29
7366,45.3415,10.73273,-0.22574224,-0.03429357,-0.10290014,0.15755109,0.09823234,0.00061335,0.12050393,-0.145225,0.00298214,0.08198887,0.05176289,0.16976206,-0.08421691,-0.02196384,-0.04032671,-0.02320417,0.18889121,-0.12810222,-0.02005511,-0.04591087,-0.1710212,0.08585598,-0.10679416,0.14931534,-0.02521824,-0.1771404,-0.07016257,-0.07704113,0.25042725,0.25088484,-0.03489315,0.13079192,-0.27834946,0.00362455,0.11541957,0.11131201,0.13191111,-0.10541301,-0.07310879,-0.0412888,-0.18915612,0.16693169,-0.00403141,0.06918839,0.06047895,-0.25617812,0.04709852,-0.14063144,0.08291498,0.00583128,-0.2336441,0.01643295,-0.06901452,-0.01425742,0.11044003,-0.00738428,-0.03407184,-0.11442469,-0.18183001,0.15562935,0.0827863,0.21544299,-0.0366598,-0.061788,SIMULATED,1.164,1.12,1.48,31,40,29
7603,45.3685,10.73273,-0.18216159,-0.10907141,-0.0578401,0.08105573,0.09880066,-0.11365089,-0.01131284,-0.20932538,-0.01582768,0.08077068,0.09707109,0.17319458,-0.14480269,-0.04671633,-0.02641818,-0.14189175,0.11760268,-0.10112685,0.01415715,0.0385635,-0.1167006,0.00099486,0.09627946,0.22030778,0.08632302,-0.13366805,0.00858753,-0.19991712,0.10914813,0.17773932,-0.02121811,0.04742171,-0.24499835,-0.11576705,0.00316984,-0.09257232,0.1595203,-0.07871422,-0.02993738,-0.04674633,-0.14518968,0.2475662,0.00259223,-0.03181669,-0.10500044,-0.29996439,-0.00197339,0.03261671,0.09635126,0.07301738,-0.19628305,-0.11710796,-0.04913325,-0.0707799,0.10128179,-0.0469466,-0.17134136,-0.19662806,-0.10367259,0.10979794,0.03007524,0.27349609,-0.03134512,-0.15175954,SIMULATED,1.164,1.12,1.48,31,40,29
